SUBMISSIONYEARQUARTER,PWSID,FACILITY_ID,FACILITY_NAME,STATE_FACILITY_ID,FACILITY_ACTIVITY_CODE,FACILITY_DEACTIVATION_DATE,FACILITY_TYPE_CODE,SUBMISSION_STATUS_CODE,IS_SOURCE_IND,WATER_TYPE_CODE,AVAILABILITY_CODE,SELLER_TREATMENT_CODE,SELLER_PWSID,SELLER_PWS_NAME,FILTRATION_STATUS_CODE,IS_SOURCE_TREATED_IND,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA1190000,15858,WELL #3 PLANT,203,I,03/16/2004,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA1190000,17325,128 COLLEGE AVE/UNDER WATER TWR WELL #4,104,I,08/02/2016,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190000,17343,BROOKS RD/OLD ROYSTON RD PURCHASE 105,105,A,,CC,Y,Y,SW,P,F,GA1190051,FRANKLIN COUNTY WATER SYSTEM,FIL,N,,03/20/2025
2025Q1,GA1190000,2808,128 COLLEGE AVE-RT OF WATER TWR  PLT #2,202,I,08/02/2016,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190000,6365,WELL #1,101,I,06/02/2004,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190000,6366,128 COLLEGE AVE/BEHIND TP WELL #2,102,I,08/02/2016,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190001,11974,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190001,11975,SPRING,104,A,,SP,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190001,17958,FRANKLIN COUNTY,106,A,,CC,Y,Y,SW,E,F,GA1190051,FRANKLIN COUNTY WATER SYSTEM,FIL,N,,03/20/2025
2025Q1,GA1190001,19565,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1170050,19562,IDSE DISTRIBUTION SYSTEM,9020,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1170069,19563,IDSE DISTRIBUTION SYSTEM,9999,A,,DS,Y,N,,,,,,,,05/18/2007,08/19/2014
2025Q1,GA1190000,19564,IDSE DISTRIBUTION SYSTEM,9019,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1190001,23154,HULL AVE. WELL # 107,107,I,10/27/2020,WL,Y,Y,GW,P,,,,,Y,03/09/2017,03/20/2025
2025Q1,GA1190001,23155,HULL AVE TREATMENT PLANT # 207,207,I,10/27/2020,TP,Y,N,,,,,,,,03/09/2017,03/20/2025
2025Q1,GA1190001,3398,RED CRUMP WELL PLANT,203,I,10/13/1999,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA1190001,3646,SPRING PLANT,204,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190001,6367,GAINESVILLE/LITTLE ST WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190001,6368,BORED WELL #2,102,I,09/07/2005,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190001,6369,RED CRUMP WELL,103,I,10/13/1999,WL,Y,Y,GW,O,,,,,,11/15/2005,03/20/2025
2025Q1,GA1190002,1010,WELLS 1 & 3 PLANT,201,I,05/20/2003,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA1190002,11976,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190002,16825,BRADSHAW DR/TAYLOR ST WELL,108,I,06/08/2010,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190002,16826,LAURA LEE CRUMP FARM WELL,114,I,01/17/2013,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190002,16827,BRADSHAW DR/TAYLOR ST  WELL PLANT,208,I,06/08/2010,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190002,16884,LAURA LEE CRUMP FARM WELL PLANT,214,I,01/17/2013,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190002,19566,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1190002,22528,CITY OF ROYSTON,113,A,,CC,Y,Y,SW,P,F,GA1190004,ROYSTON,FIL,N,02/20/2013,03/20/2025
2025Q1,GA1190002,22529,FRANKLIN COUNTY,115,A,,CC,Y,Y,GW,P,Y,GA1190051,FRANKLIN COUNTY WATER SYSTEM,,N,02/20/2013,03/20/2025
2025Q1,GA1190002,2809,"WELLS 2,4,5 PLANT",202,I,03/21/2012,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA1190002,6370,WELL #1,101,I,05/20/2003,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190002,6371,WELL #2,102,I,02/20/2002,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190002,6372,WELL #3,103,I,05/20/2003,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190002,6373,WELL #4,104,I,05/20/2003,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190002,6374,WELL #5,105,I,05/20/2003,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190003,1011,LAVONIA WATER PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190003,11977,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190003,11978,CRAWFORD CREEK,101,A,,IN,Y,Y,SW,E,,,,FIL,,,03/20/2025
2025Q1,GA1190003,11979,LAKE HARTWELL,102,A,,IN,Y,Y,SW,P,,,,FIL,,,03/20/2025
2025Q1,GA1190003,16334,PLANT SOURCES COMMON HEADER,201CH,A,,CH,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190003,18219,FRANKLIN COUNTY GA1190051,103,A,,CC,Y,Y,SW,E,F,GA1190051,FRANKLIN COUNTY WATER SYSTEM,FIL,N,05/18/2006,03/20/2025
2025Q1,GA1190003,19567,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1190004,1012,ROYSTON WATER PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190004,11980,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190004,11981,NORTH FORK BROAD RIVER,101,A,,IN,Y,Y,SW,P,,,,FIL,,,03/20/2025
2025Q1,GA1190004,11982,CITY SPRING,103,I,03/03/2004,SP,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190004,18031,FRANKLIN COUNTY (#1190051),104,A,,CC,Y,Y,SW,E,F,GA1190051,FRANKLIN COUNTY WATER SYSTEM,FIL,N,11/15/2005,03/20/2025
2025Q1,GA1190004,19568,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1190004,22399,WELL #2,105,A,,WL,Y,Y,GW,P,,,,,Y,03/21/2012,03/20/2025
2025Q1,GA1190004,22400,WELL #2 PLANT,205,A,,TP,Y,N,,,,,,,,03/21/2012,03/20/2025
2025Q1,GA1190004,2810,BROOKS ST WELL PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190004,3399,CITY SPRING PLANT,203,I,03/03/2004,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA1190004,6375,BROOKS STREET WELL,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190006,101,DRILLED WELL #1,,I,03/01/1996,WL,Y,Y,GW,P,,,,,Y,,03/11/1997
2025Q1,GA1190006,101T,DRILLED WELL #1,,I,03/01/1996,TP,Y,N,GW,P,,,,,,,03/11/1997
2025Q1,GA1190007,101,DRILLED WELL #1,,I,03/01/1995,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA1190007,101T,DRILLED WELL #1,,I,03/01/1995,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA1190008,1015,MAINTENANCE SHOP AREA WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190008,11985,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190008,2811,SWIMMING POOL AREA WELL #2 PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190008,3400,CAMP AREA WELL #3 PLANT,203,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190008,6377,MAINTENANCE SHOP AREA,101,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA1190008,6378,SWIMMING POOL AREA,102,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA1190008,6379,CAMP AREA WELL #3,103,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA1190011,1016,WELL #1 PLANT,,I,05/01/1999,TP,Y,N,,P,,,,,,,12/27/2001
2025Q1,GA1190011,11986,DISTRIBUTION SYSTEM,,I,05/01/1999,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA1190011,6380,WELL #1,,I,05/01/1999,WL,Y,Y,GW,P,,,,,Y,,05/23/2002
2025Q1,GA1190013,11987,DISTRIBUTION SYSTEM,,I,04/01/2001,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA1190013,6381,WELL #1,,I,04/01/2001,WL,Y,Y,GW,P,,,,,N,,03/09/2004
2025Q1,GA1190013,6382,WELL #2,,I,04/01/2001,WL,Y,Y,GW,P,,,,,N,,03/09/2004
2025Q1,GA1190014,1,6  DRILLED,,I,01/01/1982,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA1190014,1T,6  DRILLED,,I,01/01/1982,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA1190014,2,6  DRILLED,,I,01/01/1982,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA1190014,2T,6  DRILLED,,I,01/01/1982,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA1190014,3,6  DRILLED,,I,01/01/1982,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA1190014,3T,6  DRILLED,,I,01/01/1982,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA1190015,101,DRILLED WELL #1,,I,12/01/1996,WL,Y,Y,GW,P,,,,,U,,02/18/1998
2025Q1,GA1190015,102,DRILLED WELL #2,,I,12/01/1996,WL,Y,Y,GW,P,,,,,U,,02/18/1998
2025Q1,GA1190015,301,DRILLED WELL #1,,I,12/01/1996,SS,Y,N,GW,,,,,,,,02/18/1998
2025Q1,GA1190015,302,DRILLED WELL #2,,I,12/01/1996,SS,Y,N,GW,,,,,,,,02/18/1998
2025Q1,GA1190017,1017,WELL #1 PLANT,,I,08/01/1997,TP,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA1190017,11989,DISTRIBUTION SYSTEM,,I,08/01/1997,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA1190017,6385,WELL #1,,I,08/01/1997,WL,Y,Y,GW,P,,,,,Y,,08/19/2000
2025Q1,GA1190018,101,DRILLED WELL #1,,I,11/01/1996,WL,Y,Y,GW,P,,,,,Y,,11/18/1998
2025Q1,GA1190018,101T,DRILLED WELL #1,,I,11/01/1996,TP,Y,N,GW,P,,,,,,,11/18/1998
2025Q1,GA1190018,301,DRILLED WELL #1 PLANT,,I,11/01/1996,SS,Y,N,GW,,,,,,,,11/18/1998
2025Q1,GA1190019,101,DRILLED WELL #1,,I,11/01/1996,WL,Y,Y,GW,P,,,,,U,,02/18/1998
2025Q1,GA1190019,102,DRILLED WELL #2,,I,11/01/1996,WL,Y,Y,GW,P,,,,,U,,02/18/1998
2025Q1,GA1190019,103,DRILLED WELL #3,,I,11/01/1996,WL,Y,Y,GW,P,,,,,U,,02/18/1998
2025Q1,GA1190019,301,DRILLED WELL #1,,I,11/01/1996,SS,Y,N,GW,,,,,,,,02/18/1998
2025Q1,GA1190019,302,DRILLED WELL #2,,I,11/01/1996,SS,Y,N,GW,,,,,,,,02/18/1998
2025Q1,GA1190019,303,DRILLED WELL #3,,I,11/01/1996,SS,Y,N,GW,,,,,,,,02/18/1998
2025Q1,GA1190020,101,DRILLED WELL #1,,I,11/01/1996,WL,Y,Y,GW,P,,,,,Y,,11/22/1997
2025Q1,GA1190020,101T,DRILLED WELL #1,,I,11/01/1996,TP,Y,N,GW,P,,,,,,,11/22/1997
2025Q1,GA1190020,102,DRILLED WELL #2,,I,11/01/1996,WL,Y,Y,GW,P,,,,,Y,,11/22/1997
2025Q1,GA1190020,102T,DRILLED WELL #2,,I,11/01/1996,TP,Y,N,GW,P,,,,,,,11/22/1997
2025Q1,GA1190020,301,DRILLED WELL #1 PLANT,,I,11/01/1996,SS,Y,N,GW,,,,,,,,11/22/1997
2025Q1,GA1190020,302,DRILLED WELL #2 PLANT,,I,11/01/1996,SS,Y,N,GW,,,,,,,,11/22/1997
2025Q1,GA1190021,1020,WELL #1 PLANT,,I,09/01/1998,TP,Y,N,,P,,,,,,,12/23/2000
2025Q1,GA1190021,11993,DISTRIBUTION SYSTEM,,I,09/01/1998,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA1190021,6392,WELL #1,,I,09/01/1998,WL,Y,Y,GW,P,,,,,Y,,09/05/2001
2025Q1,GA1190022,1021,WELL #1 PLANT,,I,04/01/1999,TP,Y,N,,P,,,,,,,12/27/2001
2025Q1,GA1190022,11994,DISTRIBUTION SYSTEM,,I,04/01/1999,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA1190022,2813,WELL #2 PLANT,,I,04/01/1999,TP,Y,N,,E,,,,,,,12/27/2001
2025Q1,GA1190022,3401,WELL #3 PLANT,,I,04/01/1999,TP,Y,N,,E,,,,,,,12/27/2001
2025Q1,GA1190022,6393,WELL #1,,I,04/01/1999,WL,Y,Y,GW,P,,,,,Y,,03/14/2002
2025Q1,GA1190022,6394,WELL #2,,I,04/01/1999,WL,Y,Y,GW,E,,,,,Y,,03/14/2002
2025Q1,GA1190022,6395,WELL #3,,I,04/01/1999,WL,Y,Y,GW,E,,,,,Y,,03/14/2002
2025Q1,GA1190024,101,DRILLED WELL #1,,I,01/01/1995,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA1190024,101T,DRILLED WELL #1,,I,01/01/1995,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA1190024,102,DRILLED WELL #2,,I,01/01/1995,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA1190024,102T,DRILLED WELL #2,,I,01/01/1995,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA1190031,101,DRILLED WELL #1,,I,03/01/1994,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA1190031,102,DRILLED WELL #2,,I,03/01/1994,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA1190032,1,WELL,,I,01/01/1982,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA1190033,11997,DISTRIBUTION SYSTEM,,I,03/01/2002,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA1190033,6400,WELL #1,,I,03/01/2002,WL,Y,Y,GW,P,,,,,N,,03/23/2005
2025Q1,GA1190035,101,DRILLED WELL #1,,I,08/01/1996,WL,Y,Y,GW,P,,,,,U,,05/29/1998
2025Q1,GA1190035,301,DRILLED WELL #1,,I,08/01/1996,SS,Y,N,GW,,,,,,,,05/29/1998
2025Q1,GA1190036,1,30  BORED,,I,01/01/1980,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA1190037,101,DRILLED WELL #1,,I,05/01/1995,WL,Y,Y,GW,P,,,,,U,,02/06/1996
2025Q1,GA1190038,101,DRILLED WELL #1,,I,05/01/1995,WL,Y,Y,GW,P,,,,,U,,02/06/1996
2025Q1,GA1190039,12001,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,05/18/2007
2025Q1,GA1190039,6404,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,N,,05/18/2007
2025Q1,GA1190040,1,00BW000000,,I,06/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA1190041,12002,DISTRIBUTION SYSTEM,,I,06/01/2000,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA1190041,6405,WELL #1,,I,06/01/2000,WL,Y,Y,GW,P,,,,,N,,05/24/2003
2025Q1,GA1190042,1023,BORED WELL #1 PLANT,,I,04/01/2002,TP,Y,N,,P,,,,,,,12/27/2001
2025Q1,GA1190042,12003,DISTRIBUTION SYSTEM,,I,04/01/2002,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA1190042,6406,BORED WELL #1,,I,04/01/2002,WL,Y,Y,GW,P,,,,,Y,,03/23/2005
2025Q1,GA1190044,101,DRILLED WELL #1,,I,05/01/1995,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA1190045,12005,DISTRIBUTION SYSTEM,,I,08/01/2000,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA1190045,6408,WELL #1,,I,08/01/2000,WL,Y,Y,GW,P,,,,,N,,05/24/2003
2025Q1,GA1190046,1024,SPRING TREATMENT PLANT,,I,02/01/2002,TP,Y,N,,P,,,,,,,12/27/2001
2025Q1,GA1190046,12006,DISTRIBUTION SYSTEM,,I,02/01/2002,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA1190046,12007,SPRING,,I,02/01/2002,SP,Y,Y,GW,P,,,,,Y,,03/23/2005
2025Q1,GA1190047,12008,DISTRIBUTION SYSTEM,,I,01/01/1998,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA1190047,6409,WELL #1,,I,01/01/1998,WL,Y,Y,GW,P,,,,,N,,12/23/2000
2025Q1,GA1190048,12009,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190048,17300,17139  HWY 17 WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190048,17301,17139 HWY 17 PLANT #2,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190048,6410,WELL #1,101,I,05/03/2004,WL,Y,Y,GW,P,,,,,N,11/15/2005,03/20/2025
2025Q1,GA1190049,1,DEEP WELLS,,I,10/01/1992,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA1190050,12011,DISTRIBUTION SYSTEM,,I,02/01/2001,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA1190051,1025,WELL #1 PLANT,201,I,08/18/2004,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA1190051,16532,EAVENSON FARM HWY 106 (WELL #2),102,I,04/27/2004,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190051,16533,WELL #2 PLANT,202,I,04/27/2004,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA1190051,16535,CITY OF ROYSTON #1190004 PURCHASE,104,A,,CC,Y,Y,SW,P,F,GA1190004,ROYSTON,FIL,N,,03/20/2025
2025Q1,GA1190050,6412,WELL #1,,I,02/01/2001,WL,Y,Y,GW,P,,,,,N,,12/23/2003
2025Q1,GA1190051,12012,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190051,16534,CITY OF TOCCOA # 2570001 PURCHASE,103,A,,CC,Y,Y,SW,P,F,GA2570001,TOCCOA,FIL,N,,03/20/2025
2025Q1,GA1190051,16538,CITY OF CARNESVILLE #1190001 PURCHASE,105,A,,CC,Y,Y,SW,P,F,GA1190001,CARNESVILLE WATER SYSTEM,FIL,N,,03/20/2025
2025Q1,GA1190051,17302,WELL #3 ATHENS ROAD / SOURCE # 106,106,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190051,17344,BANKS COUNTY WATER SYS 0110026 PURCHASE,107,A,,CC,Y,Y,SW,P,F,GA0110026,BANKS CO - MOUNTAIN CREEK,FIL,N,,03/20/2025
2025Q1,GA1190051,17493,ATHENS ROAD WELL # 3 / PLANT # 206,206,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190051,18220,CITY OF LAVONIA GA1190003 PURCHASE,108,A,,CC,Y,Y,SW,P,F,GA1190003,LAVONIA,FIL,N,05/18/2006,03/20/2025
2025Q1,GA1190051,19569,IDSE DISTRIBUTION SYSTEM,9019,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1190051,21656,WELL # 4 STONE BRIDGE RD / SOURCE # 109,109,A,,WL,Y,Y,GW,P,,,,,Y,03/13/2009,03/20/2025
2025Q1,GA1190051,22578,ISBELL ROAD WELL # 5 /  SOURCE # 110,110,A,,WL,Y,Y,GW,P,,,,,,12/10/2013,03/20/2025
2025Q1,GA1190051,22579,ISBELL ROAD  WELL # 5 / PLANT# 210,210,I,03/04/2020,TP,Y,N,,,,,,,,12/10/2013,03/20/2025
2025Q1,GA1190051,23021,STONE BRIDGE RD WELL # 4 / PLANT # 209,209,I,03/04/2020,TP,Y,N,,,,,,,,05/13/2016,03/20/2025
2025Q1,GA1190051,23690,HOLBROOK ROAD WELL # 6 - SOURCE 111,111,A,,WL,Y,Y,GW,P,,,,,Y,03/12/2020,03/20/2025
2025Q1,GA1190051,23691,HOLBROOK RD. - PLANT # 211,211,A,,TP,Y,N,,,,,,,,03/12/2020,03/20/2025
2025Q1,GA1190051,23738,THOMPSON RD WELL # 112,112,A,,WL,Y,Y,GW,P,,,,,Y,03/12/2020,03/20/2025
2025Q1,GA1190051,23739,TURKEY CREEK RD - TREATMENT PLANT # 212,212,A,,TP,Y,N,,,,,,,,03/12/2020,03/20/2025
2025Q1,GA1190051,23892,WELL # 113 - ANDREWS # 2 TURKEY CREEK RD,113,A,,WL,Y,Y,GW,P,,,,,Y,11/22/2021,03/20/2025
2025Q1,GA1190051,24230,GRIMM ROAD WELL #14- SOURCE 114,114,A,,WL,Y,Y,GW,P,,,,,Y,08/12/2024,03/20/2025
2025Q1,GA1190051,24232,GRIMM ROAD- TREATMENT PLANT 214,214,A,,TP,Y,N,,,,,,,,08/12/2024,03/20/2025
2025Q1,GA1190051,6413,PETRO I-85 & HWY 51 (WELL #1),101,I,08/18/2004,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA1190052,1026,HWY 106-S/D MAIN ENTRANCE WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190052,12013,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190052,19570,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1190052,22741,FRANKLIN COUNTY WATER SYSTEM #1190051,104,A,,CC,Y,Y,GW,P,Y,GA1190051,FRANKLIN COUNTY WATER SYSTEM,,N,11/17/2014,03/20/2025
2025Q1,GA1190052,2815,96 PHILLIPS DRIVE WELL PLANT,202,I,02/20/1999,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190052,3402,WELL #3 PLANT,203,I,02/20/1999,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1190052,6414,HWY 106 SO-ENTRANCE WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190052,6415,96 PHILLIPS DRIVE WELL,102,I,02/10/1999,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA1190052,6416,96 PHILLIPS DR-FIELD  #3,103,I,02/10/1999,WL,Y,Y,GW,E,,,,,Y,,03/20/2025
2025Q1,GA1190053,17449,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,08/22/2006
2025Q1,GA1190053,17450,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,N,,08/22/2006
2025Q1,GA1210000,12014,DISTRIBUTION SYSTEM,,I,05/01/2005,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA1210000,12015,NORTH FULTON COUNTY,,I,05/01/2005,CC,Y,Y,SW,P,F,GA1210005,NORTH FULTON COUNTY,,N,,09/30/2005
2025Q1,GA1210001,1027,HEMPHILL PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1210001,12016,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1210001,12017,ATLANTA/FULTON WATER RES COMM,102,A,,CC,Y,Y,SW,P,F,GA1210038,ATLANTA-FULTON COUNTY WATER RESOURCES,FIL,N,,03/20/2025
2025Q1,GA1210001,12018,CHATTAHOOCHEE RIVER,101,A,,IN,Y,Y,SW,P,,,,FIL,Y,,03/20/2025
2025Q1,GA1210001,19571,IDSE DISTRIBUTION SYSTEM,9027,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1210001,2816,CHATTAHOOCHEE PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1210002,12019,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1210002,12020,EAST POINT WATER SYSTEM,101,A,,CC,Y,Y,SW,P,F,GA1210003,EAST POINT,FIL,N,,03/20/2025
2025Q1,GA1210002,19572,IDSE DISTRIBUTION SYSTEM,9023,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA1210002,23483,WELL #1,104,A,,WL,Y,Y,GW,P,,,,,N,08/16/2018,03/20/2025
2025Q1,GA1210002,23484,WELL #2,105,A,,WL,Y,Y,GW,P,,,,,N,08/16/2018,03/20/2025
2025Q1,GA1210002,23485,WELL #3,106,A,,WL,Y,Y,GW,P,,,,,N,08/16/2018,03/20/2025
2025Q1,GA1210002,23486,WELL #4,107,A,,WL,Y,Y,GW,P,,,,,N,08/16/2018,03/20/2025
2025Q1,GA1210002,23487,CLAYTON COUNTY WATER AUTHORITY,103,A,,CC,Y,Y,SW,P,F,GA0630000,CLAYTON COUNTY WATER AUTHORITY,FIL,N,08/16/2018,03/20/2025
2025Q1,GA1210003,1028,EAST POINT WATER PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1210003,12021,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA1210003,12022,SWEETWATER CREEK,101,A,,IN,Y,Y,SW,P,,,,FIL,Y,,03/20/2025
2025Q1,GA1210003,16414,ATLANTA WATER SYSTEM,102,A,,CC,Y,Y,SW,E,F,GA1210001,ATLANTA,FIL,N,,03/20/2025
2025Q1,GA1210003,16415,HAPEVILLE WATER SYSTEM,103,A,,CC,Y,Y,SW,E,F,GA1210006,HAPEVILLE,FIL,N,,03/20/2025
2025Q1,GA1210003,19573,IDSE DISTRIBUTION SYSTEM,9023,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
