SUBMISSIONYEARQUARTER,PWSID,SERVICE_AREA_TYPE_CODE,IS_PRIMARY_SERVICE_AREA_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA1510016,DC,Y,,07/22/1995
2025Q1,GA1510024,SK,Y,,03/20/2025
2025Q1,GA1510040,RS,Y,,07/22/1995
2025Q1,GA1510045,RA,Y,,07/22/1995
2025Q1,GA1510046,RA,Y,,07/22/1995
2025Q1,GA1510047,OT,Y,,07/22/1995
2025Q1,GA1530000,MU,Y,,03/20/2025
2025Q1,GA1530002,RA,Y,,07/22/1995
2025Q1,GA1530003,RA,Y,,03/17/2021
2025Q1,GA1530004,RA,Y,,03/20/2025
2025Q1,GA1530005,RA,Y,,03/20/2025
2025Q1,GA1530006,MU,Y,,03/20/2025
2025Q1,GA1530007,MU,Y,,03/20/2025
2025Q1,GA1530011,MP,Y,,02/28/2024
2025Q1,GA1530012,RA,,,07/22/1995
2025Q1,GA1530014,RA,,,07/22/1995
2025Q1,GA1530015,RA,,,07/22/1995
2025Q1,GA1530017,IA,Y,,03/20/2025
2025Q1,GA1530018,IA,Y,,03/20/2025
2025Q1,GA1530019,OA,,,07/22/1995
2025Q1,GA1530020,RA,,,07/22/1995
2025Q1,GA1530022,RA,,,07/22/1995
2025Q1,GA1530024,RA,,,07/22/1995
2025Q1,GA1530027,RA,,,07/22/1995
2025Q1,GA1530035,SS,,,07/22/1995
2025Q1,GA1530037,OR,Y,,07/22/1995
2025Q1,GA1530042,OR,Y,,03/20/2025
2025Q1,GA1530045,PA,Y,,07/22/1995
2025Q1,GA1530048,MH,Y,,07/22/1995
2025Q1,GA1530049,SK,Y,,03/20/2025
2025Q1,GA1530050,MH,Y,02/13/2007,
2025Q1,GA1550000,HA,Y,,03/20/2025
2025Q1,GA1550001,RA,Y,,03/20/2025
2025Q1,GA1550002,MU,Y,,03/20/2025
2025Q1,GA1550003,SC,,,07/22/1995
2025Q1,GA1550005,OT,Y,,07/22/1995
2025Q1,GA1550006,SU,Y,,03/20/2025
2025Q1,GA1550007,IA,Y,,07/22/1995
2025Q1,GA1550009,MP,Y,05/18/2006,08/15/2013
2025Q1,GA1550011,PA,Y,,02/15/2001
2025Q1,GA1550016,MH,Y,05/18/2007,08/21/2012
2025Q1,GA1550017,RE,Y,08/16/2018,03/20/2025
2025Q1,GA1570000,MU,Y,,03/20/2025
2025Q1,GA1570001,MU,Y,,03/20/2025
2025Q1,GA1570002,MU,Y,,03/20/2025
2025Q1,GA1570003,MU,Y,,03/20/2025
2025Q1,GA1570004,MU,Y,,03/20/2025
2025Q1,GA1570005,IA,Y,,03/20/2025
2025Q1,GA1570006,SC,Y,,07/22/1995
2025Q1,GA1570007,SC,Y,,07/22/1995
2025Q1,GA1570009,SU,Y,,03/09/2017
2025Q1,GA1570010,SU,Y,,03/20/2025
2025Q1,GA1570011,SU,Y,,03/20/2025
2025Q1,GA1570012,MH,Y,,07/22/1995
2025Q1,GA1570014,MP,Y,,03/20/2025
2025Q1,GA1570016,RS,Y,,05/24/2003
2025Q1,GA1570019,SU,Y,,09/22/2004
2025Q1,GA1570028,SC,Y,,07/22/1995
2025Q1,GA1570030,MP,Y,,05/24/2003
2025Q1,GA1570032,RA,,,07/22/1995
2025Q1,GA1570036,RS,,,07/22/1995
2025Q1,GA1570037,RS,Y,,07/22/1995
2025Q1,GA1570038,RS,Y,,05/24/2003
2025Q1,GA1570039,RS,Y,,03/20/2025
2025Q1,GA1570040,RS,,,07/22/1995
2025Q1,GA1570042,RS,Y,,07/22/1995
2025Q1,GA1570044,HM,Y,,05/15/2004
2025Q1,GA1570047,SS,,,07/22/1995
2025Q1,GA1570050,SS,,,07/22/1995
2025Q1,GA1570051,SS,,,07/22/1995
2025Q1,GA1570057,IA,Y,,07/22/1995
2025Q1,GA1570058,OR,Y,,12/27/2001
2025Q1,GA1570064,MP,Y,,05/19/2015
2025Q1,GA1570065,RA,,,07/22/1995
2025Q1,GA1570066,RS,Y,,07/22/1995
2025Q1,GA1570069,RS,Y,,07/22/1995
2025Q1,GA1570070,RA,,,07/22/1995
2025Q1,GA1570082,OA,,,07/22/1995
2025Q1,GA1570084,RA,,,07/22/1995
2025Q1,GA1570087,SS,Y,,07/22/1995
2025Q1,GA1570088,MP,Y,,03/12/2020
2025Q1,GA1570096,MH,Y,,07/22/1995
2025Q1,GA1570102,PA,Y,,07/22/1995
2025Q1,GA1570104,IA,Y,,07/22/1995
2025Q1,GA1570105,IA,Y,,07/22/1995
2025Q1,GA1570106,IN,Y,,07/22/1995
2025Q1,GA1570108,RS,Y,,07/22/1995
2025Q1,GA1570109,MP,Y,,09/19/2024
2025Q1,GA1570110,DC,Y,,03/14/2002
2025Q1,GA1570115,IA,Y,,12/23/2003
2025Q1,GA1570116,RA,Y,,07/04/2001
2025Q1,GA1570117,OR,Y,,03/20/2025
2025Q1,GA1570118,RS,Y,,07/22/1995
2025Q1,GA1570119,MP,Y,,11/15/2005
2025Q1,GA1570120,SU,Y,,03/20/2025
2025Q1,GA1570121,WH,Y,,03/20/2025
2025Q1,GA1590000,MU,Y,,03/20/2025
2025Q1,GA1590001,MU,Y,,03/20/2025
2025Q1,GA1590002,SU,Y,,03/20/2025
2025Q1,GA1590003,MH,Y,,07/22/1995
2025Q1,GA1590004,MU,Y,,03/20/2025
2025Q1,GA1590005,IN,,,07/22/1995
2025Q1,GA1590009,OT,Y,,07/22/1995
2025Q1,GA1590010,RS,Y,,07/22/1995
2025Q1,GA1590011,OT,Y,,05/14/2013
2025Q1,GA1590012,PA,Y,,09/30/2005
2025Q1,GA1590013,SS,Y,,06/24/2005
2025Q1,GA1590014,PA,Y,,09/19/2024
2025Q1,GA1610000,MU,Y,,03/20/2025
2025Q1,GA1610001,MU,Y,,03/20/2025
2025Q1,GA1610004,MP,Y,,02/20/2013
2025Q1,GA1610005,RS,,,07/22/1995
2025Q1,GA1610007,OA,,,07/22/1995
2025Q1,GA1610014,MH,Y,,07/22/1995
2025Q1,GA1610018,OA,,,07/22/1995
2025Q1,GA1610020,IA,Y,,09/13/2003
2025Q1,GA1610021,SU,Y,,03/20/2025
2025Q1,GA1610022,IA,Y,,08/29/1995
2025Q1,GA1610023,MP,Y,,03/20/2025
2025Q1,GA1610024,MP,Y,,11/15/2005
2025Q1,GA1610025,MP,Y,,03/14/2002
2025Q1,GA1610027,MH,Y,,03/20/2025
2025Q1,GA1630000,MU,Y,,03/20/2025
2025Q1,GA1630001,MU,Y,,03/20/2025
2025Q1,GA1630002,MU,Y,,03/20/2025
2025Q1,GA1630003,MU,Y,,03/20/2025
2025Q1,GA1630004,MU,Y,,03/20/2025
2025Q1,GA1630005,MU,Y,,03/20/2025
2025Q1,GA1630006,IA,Y,,03/14/2002
2025Q1,GA1630007,IA,Y,,03/20/2025
2025Q1,GA1650001,MU,Y,,03/20/2025
2025Q1,GA1530021,RA,Y,,03/20/2025
2025Q1,GA1550012,MH,Y,,03/20/2025
2025Q1,GA1590015,RA,Y,,03/20/2025
2025Q1,GA1630011,SU,Y,,03/20/2025
2025Q1,GA1630012,IA,Y,,07/22/1995
2025Q1,GA1630015,RA,Y,,11/18/2015
2025Q1,GA1650000,MU,Y,,03/20/2025
2025Q1,GA1650005,PA,Y,,03/20/2025
2025Q1,GA1650006,IA,Y,,08/25/2008
2025Q1,GA1650008,OT,Y,,07/22/1995
2025Q1,GA1650010,IA,Y,03/12/2020,03/20/2025
2025Q1,GA1650011,PA,Y,02/10/2020,03/20/2025
2025Q1,GA1650012,PA,Y,02/10/2020,03/20/2025
2025Q1,GA1670000,MU,Y,,03/20/2025
2025Q1,GA1670001,MU,Y,,03/20/2025
2025Q1,GA1670002,MU,Y,,03/20/2025
2025Q1,GA1670003,RS,Y,,07/22/1995
2025Q1,GA1670006,PA,Y,,09/30/2005
2025Q1,GA1670007,RS,Y,,12/23/2003
2025Q1,GA1670008,RS,,,07/22/1995
2025Q1,GA1690000,MU,Y,,03/20/2025
2025Q1,GA1690001,HA,Y,,03/20/2025
2025Q1,GA1690002,RA,Y,,03/20/2025
2025Q1,GA1690004,MH,Y,,07/22/1995
2025Q1,GA1690005,RA,,,07/22/1995
2025Q1,GA1690006,IA,Y,,05/24/2003
2025Q1,GA1690007,RA,Y,,07/22/1995
2025Q1,GA1690008,PA,Y,,05/14/2013
2025Q1,GA1690010,RA,,,07/22/1995
2025Q1,GA1690011,PA,,,07/22/1995
2025Q1,GA1690015,IN,,,07/22/1995
2025Q1,GA1690019,MH,Y,,07/22/1995
2025Q1,GA1690020,MH,Y,,07/22/1995
2025Q1,GA1690022,MH,Y,,07/22/1995
2025Q1,GA1690024,MP,Y,,09/30/2005
2025Q1,GA1690026,RA,Y,,07/22/1995
2025Q1,GA1690027,MP,Y,,03/20/2025
2025Q1,GA1690030,RS,,,07/22/1995
2025Q1,GA1690032,RS,Y,,03/20/2025
2025Q1,GA1690033,OR,Y,,07/22/1995
2025Q1,GA1690040,PA,Y,,03/20/2025
2025Q1,GA1690041,IA,Y,,02/16/2010
2025Q1,GA1690043,IN,,,07/22/1995
2025Q1,GA1690044,IA,Y,,07/22/1995
2025Q1,GA1690045,PA,Y,,02/25/2008
2025Q1,GA1690047,OA,,,07/22/1995
2025Q1,GA1690049,SU,Y,,03/20/2025
2025Q1,GA1690050,SK,Y,,07/22/1995
2025Q1,GA1690051,IA,Y,,12/23/2003
2025Q1,GA1690054,RE,Y,11/12/2019,03/20/2025
2025Q1,GA1710000,MU,Y,,03/20/2025
2025Q1,GA1710001,MU,Y,,03/20/2025
2025Q1,GA1710003,RA,,,07/22/1995
2025Q1,GA1710006,RA,Y,,07/22/1995
2025Q1,GA1710013,RS,Y,,02/24/2015
2025Q1,GA1710016,SK,Y,,02/25/2008
2025Q1,GA1710022,MP,Y,,03/20/2025
2025Q1,GA1710024,RS,Y,,07/22/1995
2025Q1,GA1710026,RS,Y,,07/22/1995
2025Q1,GA1710027,RA,Y,,03/21/2012
2025Q1,GA1710028,MH,Y,,07/22/1995
2025Q1,GA1710029,HM,Y,,08/29/1995
2025Q1,GA1710030,RS,Y,,11/15/2005
2025Q1,GA1730000,MU,Y,,03/20/2025
2025Q1,GA1730001,SK,Y,,07/22/1995
2025Q1,GA1730002,RA,,,07/22/1995
2025Q1,GA1730011,SU,Y,,08/22/2006
2025Q1,GA1730012,SU,Y,,03/20/2025
2025Q1,GA1730013,MP,Y,,03/20/2025
2025Q1,GA1730014,SU,Y,,03/20/2025
2025Q1,GA1730015,SU,Y,11/22/2006,03/20/2025
2025Q1,GA1730016,SU,Y,12/03/2008,03/20/2025
2025Q1,GA1730018,SU,Y,11/16/2009,03/20/2025
2025Q1,GA1730019,SU,Y,11/18/2015,03/20/2025
2025Q1,GA1750000,MU,Y,,03/20/2025
2025Q1,GA1750001,MU,Y,,03/20/2025
2025Q1,GA1750002,MU,Y,,03/20/2025
2025Q1,GA1750003,MU,Y,,03/20/2025
2025Q1,GA1750004,MU,Y,,03/20/2025
2025Q1,GA1750005,MU,Y,,03/20/2025
2025Q1,GA1750006,MU,Y,,03/20/2025
2025Q1,GA1750007,SC,Y,,09/30/2005
2025Q1,GA1750008,SC,Y,,11/15/2005
2025Q1,GA1750010,SC,Y,,09/30/2005
2025Q1,GA1750011,SC,Y,,08/27/2010
2025Q1,GA1750013,SC,Y,,03/20/2025
2025Q1,GA1750014,SC,Y,,03/20/2025
2025Q1,GA1750016,SC,Y,,03/20/2025
2025Q1,GA1750017,RA,Y,,03/20/2025
2025Q1,GA1750018,MP,Y,,09/30/2005
2025Q1,GA1750019,MH,Y,,07/22/1995
2025Q1,GA1750020,MP,Y,,09/22/2004
2025Q1,GA1750021,RA,,,07/22/1995
2025Q1,GA1750022,IA,Y,,05/19/2009
2025Q1,GA1750023,IA,Y,,03/21/2012
2025Q1,GA1750024,RA,Y,,07/22/1995
2025Q1,GA1750025,MP,Y,,06/24/2005
2025Q1,GA1750026,SU,Y,,03/20/2025
2025Q1,GA1750027,RA,Y,,07/22/1995
2025Q1,GA1750028,MH,Y,,07/22/1995
2025Q1,GA1750029,MH,Y,,07/22/1995
2025Q1,GA1750030,SU,Y,,03/20/2025
2025Q1,GA1750033,MP,Y,,03/20/2025
2025Q1,GA1750035,DC,Y,,03/20/2025
2025Q1,GA1750037,IA,Y,,07/22/1995
2025Q1,GA1750040,PA,Y,,05/13/2016
2025Q1,GA1750041,OA,,,07/22/1995
2025Q1,GA1750043,SU,Y,,03/20/2025
2025Q1,GA1750050,HM,,,07/22/1995
2025Q1,GA1750054,PA,Y,,03/20/2025
2025Q1,GA1750056,PA,Y,,11/15/2005
2025Q1,GA1750061,RS,Y,,03/20/2025
2025Q1,GA1750064,RS,Y,,07/22/1995
2025Q1,GA1750067,IA,Y,,05/25/2022
2025Q1,GA1750068,RS,,,07/22/1995
2025Q1,GA1750088,RS,,,07/22/1995
2025Q1,GA1750092,IA,Y,,03/20/2025
2025Q1,GA1750093,OA,,,07/22/1995
2025Q1,GA1750094,OA,,,07/22/1995
2025Q1,GA1750099,IA,Y,,05/23/2002
2025Q1,GA1750103,RS,Y,,07/22/1995
2025Q1,GA1750100,MH,Y,,07/22/1995
2025Q1,GA1750101,SC,Y,,05/23/2002
2025Q1,GA1750102,RA,Y,,07/22/1995
2025Q1,GA1750104,SU,Y,,03/20/2025
2025Q1,GA1750105,MH,Y,,07/22/1995
2025Q1,GA1750107,RA,Y,,07/22/1995
2025Q1,GA1750108,RA,Y,,07/22/1995
2025Q1,GA1750109,MH,Y,,07/22/1995
2025Q1,GA1750110,MP,Y,,03/20/2025
2025Q1,GA1750111,SC,Y,,03/28/2023
2025Q1,GA1750112,IA,Y,,09/30/2005
2025Q1,GA1750113,HR,Y,,09/30/2005
2025Q1,GA1750114,HR,Y,,02/13/2007
2025Q1,GA1750115,RS,Y,,11/28/2011
2025Q1,GA1750116,RS,Y,,03/14/2002
2025Q1,GA1750117,MH,Y,,03/11/1997
2025Q1,GA1750118,SS,Y,,09/30/2005
2025Q1,GA1750119,RS,Y,,09/30/2005
2025Q1,GA1750120,SS,Y,,03/20/2025
2025Q1,GA1750121,MP,Y,,09/30/2005
2025Q1,GA1750122,SS,Y,,01/19/2002
2025Q1,GA1750123,OT,Y,,01/19/2002
2025Q1,GA1750124,PA,Y,,03/20/2025
2025Q1,GA1750125,SU,Y,08/19/2009,03/20/2025
2025Q1,GA1750126,SU,Y,11/23/2016,03/20/2025
2025Q1,GA1750127,MH,Y,,12/16/2021
2025Q1,GA1750129,RA,Y,08/20/2009,03/20/2025
2025Q1,GA1750130,OA,Y,02/21/2018,03/20/2025
2025Q1,GA1750131,RE,Y,12/15/2020,03/20/2025
2025Q1,GA1750132,RE,Y,12/15/2020,03/20/2025
2025Q1,GA1750133,IA,Y,08/09/2021,03/20/2025
2025Q1,GA1770000,MU,Y,,03/20/2025
2025Q1,GA1770001,MU,Y,,03/20/2025
2025Q1,GA1770002,SC,,,07/22/1995
2025Q1,GA1770003,SU,Y,,03/20/2025
2025Q1,GA1770004,MP,Y,,03/20/2025
2025Q1,GA1770005,MH,Y,,07/22/1995
2025Q1,GA1770006,MP,Y,,03/20/2025
2025Q1,GA1770007,MP,Y,,08/19/2000
2025Q1,GA1770008,MP,Y,,03/20/2025
2025Q1,GA1770009,MP,Y,,06/24/2005
2025Q1,GA1770010,MP,Y,,02/10/2020
2025Q1,GA1770011,MP,Y,,09/19/2024
2025Q1,GA1770012,IA,Y,,08/16/2022
2025Q1,GA1770013,SU,Y,,12/27/2001
2025Q1,GA1770015,OR,Y,,03/20/2025
2025Q1,GA1770016,MP,Y,,09/30/2005
2025Q1,GA1770017,MP,Y,,06/27/2023
2025Q1,GA1770019,SU,Y,,05/23/2002
2025Q1,GA1770020,SU,Y,,05/23/2002
2025Q1,GA1770021,SU,Y,,12/27/2001
2025Q1,GA1770022,SU,Y,,03/20/2025
2025Q1,GA1770023,OA,,,07/22/1995
2025Q1,GA1770024,SU,Y,,03/20/2025
2025Q1,GA1770026,SU,Y,,03/20/2025
2025Q1,GA1770029,SU,Y,,03/20/2025
2025Q1,GA1770030,HM,,,07/22/1995
2025Q1,GA1770039,MP,Y,,03/20/2025
2025Q1,GA1770042,IA,Y,,09/22/2004
2025Q1,GA1770043,RS,,,07/22/1995
2025Q1,GA1770045,OA,,,07/22/1995
2025Q1,GA1770049,IA,Y,,07/22/1995
2025Q1,GA1770051,SU,Y,,09/30/2005
2025Q1,GA1770058,HM,Y,,02/15/2001
2025Q1,GA1770059,RA,Y,,07/22/1995
2025Q1,GA1770060,SU,Y,,03/20/2025
2025Q1,GA1770061,RS,Y,,07/22/1995
2025Q1,GA1770062,SU,Y,,05/23/2002
2025Q1,GA1770063,SU,Y,,05/23/2002
2025Q1,GA1770064,SU,Y,,09/30/2005
2025Q1,GA1770066,SU,Y,,03/20/2025
2025Q1,GA1770067,RA,Y,,07/22/1995
2025Q1,GA1770068,RA,Y,,03/20/2025
2025Q1,GA1770069,DC,Y,,05/23/2002
2025Q1,GA1770070,IA,Y,,02/15/2001
2025Q1,GA1770072,RA,Y,,05/28/2008
2025Q1,GA1770073,ON,Y,,12/03/2008
2025Q1,GA1770074,OR,Y,,03/20/2025
2025Q1,GA1770075,RS,Y,,06/24/2005
2025Q1,GA1790000,MU,Y,,03/20/2025
2025Q1,GA1790001,MU,Y,,03/20/2025
2025Q1,GA1790002,SC,,,07/22/1995
2025Q1,GA1790004,MP,Y,,12/12/2014
2025Q1,GA1790005,SU,Y,,03/20/2025
2025Q1,GA1790006,RA,,,07/22/1995
2025Q1,GA1790007,SU,Y,,03/20/2025
2025Q1,GA1790011,SS,Y,,07/22/1995
2025Q1,GA1790012,IA,Y,,03/20/2025
2025Q1,GA1790013,OA,,,07/22/1995
2025Q1,GA1790014,SU,Y,,03/20/2025
2025Q1,GA1790015,PA,Y,,03/20/2025
2025Q1,GA1790017,MP,Y,,11/16/2009
2025Q1,GA1790018,MP,Y,,03/20/2025
2025Q1,GA1790020,MU,Y,,03/20/2025
2025Q1,GA1790021,SU,Y,,03/20/2025
2025Q1,GA1790022,MP,Y,,03/20/2025
2025Q1,GA1790023,RA,Y,,07/22/1995
2025Q1,GA1790024,OR,Y,,03/20/2025
2025Q1,GA1790026,RA,Y,,07/22/1995
2025Q1,GA1790027,MP,Y,,03/20/2025
2025Q1,GA1790029,MP,Y,,03/20/2025
2025Q1,GA1790030,MP,Y,,03/20/2025
2025Q1,GA1790031,MH,Y,,07/22/1995
2025Q1,GA1790032,MP,Y,,08/20/2009
2025Q1,GA1790033,MH,Y,,07/22/1995
2025Q1,GA1790034,MP,Y,,03/21/2012
2025Q1,GA1790035,MU,Y,,03/20/2025
2025Q1,GA1790037,MP,Y,,03/20/2025
2025Q1,GA1790041,RA,,,07/22/1995
2025Q1,GA1790042,MH,Y,,07/22/1995
2025Q1,GA1790043,MH,Y,,07/22/1995
2025Q1,GA1790046,MP,Y,,08/29/2007
2025Q1,GA1790048,SU,Y,,03/20/2025
2025Q1,GA1790056,RA,,,07/22/1995
2025Q1,GA1790060,RS,,,07/22/1995
2025Q1,GA1790066,RS,,,07/22/1995
2025Q1,GA1790068,IN,,,07/22/1995
2025Q1,GA1790070,HM,,,07/22/1995
2025Q1,GA1790085,RA,Y,,07/22/1995
2025Q1,GA1790086,MP,Y,,08/19/2014
2025Q1,GA1790087,MP,Y,,03/20/2025
2025Q1,GA1790088,OA,,,07/22/1995
2025Q1,GA1790089,MH,Y,,07/22/1995
2025Q1,GA1790092,OT,Y,,05/23/1999
2025Q1,GA1790093,MP,Y,,03/20/2025
2025Q1,GA1790094,MP,Y,,03/20/2025
2025Q1,GA1790095,RS,,,07/22/1995
2025Q1,GA1790096,MP,Y,,03/20/2025
2025Q1,GA1790098,MP,Y,,03/20/2025
2025Q1,GA1790100,SS,Y,,07/22/1995
2025Q1,GA1790104,MP,Y,,03/20/2025
2025Q1,GA1790107,RS,,,07/22/1995
2025Q1,GA1790112,RS,,,07/22/1995
2025Q1,GA1790114,DC,Y,,07/22/1995
2025Q1,GA1790115,OR,Y,,11/15/2012
2025Q1,GA1790116,SK,Y,,03/20/2025
2025Q1,GA1790117,OT,Y,,03/20/2025
2025Q1,GA1790118,SK,Y,,05/26/2011
2025Q1,GA1790120,SC,Y,,11/16/2009
2025Q1,GA1790121,SU,Y,,03/20/2025
2025Q1,GA1790122,SU,Y,,03/20/2025
2025Q1,GA1790123,SU,Y,,03/20/2025
2025Q1,GA1790124,MP,Y,,03/20/2025
2025Q1,GA1790125,SU,Y,,03/20/2025
2025Q1,GA1790126,IA,Y,,03/20/2025
2025Q1,GA1790127,MP,Y,,12/27/2001
2025Q1,GA1790128,SU,Y,,09/05/2001
2025Q1,GA1790129,MP,Y,,09/30/2005
2025Q1,GA1790130,SU,Y,,03/20/2025
2025Q1,GA1790132,SU,Y,,03/20/2025
2025Q1,GA1790133,SC,Y,,08/20/2009
2025Q1,GA1790134,MP,Y,,03/20/2025
2025Q1,GA1790135,SU,Y,,03/20/2025
2025Q1,GA1790136,MP,Y,,03/20/2025
2025Q1,GA1790137,OT,Y,,03/20/2025
2025Q1,GA1790138,OT,Y,,02/24/2014
2025Q1,GA1790139,RA,Y,,07/22/1995
2025Q1,GA1790140,RA,Y,,03/01/2012
2025Q1,GA1790141,RS,Y,,03/20/2025
2025Q1,GA1790143,RA,Y,,09/30/2005
2025Q1,GA1790144,SU,Y,02/25/2008,03/20/2025
2025Q1,GA1790145,MP,Y,,03/20/2025
2025Q1,GA1790147,PA,Y,,03/20/2025
2025Q1,GA1790148,SU,Y,,03/20/2025
2025Q1,GA1790150,RA,Y,,05/04/2018
2025Q1,GA1790150,RS,,,05/04/2018
2025Q1,GA1790151,SU,Y,08/29/2007,03/20/2025
2025Q1,GA1790152,SU,Y,05/26/2011,03/20/2025
2025Q1,GA1790153,IA,Y,05/18/2006,03/20/2025
2025Q1,GA1790154,ON,Y,02/16/2006,
2025Q1,GA1790155,ON,Y,02/16/2006,
2025Q1,GA1790156,ON,Y,02/16/2006,03/20/2025
2025Q1,GA1790157,SU,Y,02/13/2007,03/20/2025
2025Q1,GA1790158,SU,Y,11/29/2010,03/20/2025
2025Q1,GA1790159,SU,Y,08/21/2012,03/20/2025
2025Q1,GA1790161,SU,Y,08/14/2019,03/20/2025
2025Q1,GA1790164,SU,Y,08/24/2015,03/20/2025
2025Q1,GA1790167,OT,Y,11/28/2011,03/20/2025
2025Q1,GA1790170,RA,Y,02/21/2018,03/20/2025
2025Q1,GA1790171,OT,Y,02/10/2020,03/20/2025
2025Q1,GA1790172,RE,Y,12/11/2019,03/20/2025
2025Q1,GA1810000,MU,Y,,03/20/2025
2025Q1,GA1810001,PA,Y,,03/20/2025
2025Q1,GA1810002,SU,Y,,05/14/2021
2025Q1,GA1810004,RA,Y,,07/22/1995
2025Q1,GA1810007,SC,,,07/22/1995
2025Q1,GA1810008,SK,Y,,03/20/2025
2025Q1,GA1810009,RA,,,07/22/1995
2025Q1,GA1810012,IA,Y,,05/23/2002
2025Q1,GA1810015,RA,Y,,07/22/1995
2025Q1,GA1810016,HM,Y,,07/22/1995
2025Q1,GA1810021,PA,Y,,03/20/2025
2025Q1,GA1810022,OA,,,07/22/1995
2025Q1,GA1810023,PA,Y,,03/20/2025
2025Q1,GA1810024,OA,,,07/22/1995
2025Q1,GA1810025,OA,,,07/22/1995
2025Q1,GA1810026,OA,,,07/22/1995
2025Q1,GA1810027,OA,,,07/22/1995
2025Q1,GA1810028,PA,Y,,03/20/2025
2025Q1,GA1810029,PA,Y,,03/20/2025
2025Q1,GA1810030,PA,Y,,03/20/2025
2025Q1,GA1810031,RS,Y,,07/22/1995
2025Q1,GA1810033,SK,Y,,03/20/2025
2025Q1,GA1810036,PA,Y,,07/22/1995
2025Q1,GA1810037,PA,Y,,02/13/2007
2025Q1,GA1810038,RA,Y,,03/20/2025
2025Q1,GA1810039,PA,Y,,03/20/2025
2025Q1,GA1810040,OT,Y,,09/30/2005
2025Q1,GA1810041,PA,Y,,01/19/2002
2025Q1,GA1810042,SU,Y,,11/18/2015
2025Q1,GA1810044,SU,Y,03/01/2012,11/18/2015
2025Q1,GA1830000,MU,Y,,03/20/2025
2025Q1,GA1830001,MP,Y,,03/20/2025
2025Q1,GA1830002,MP,Y,,03/20/2025
2025Q1,GA1830003,MH,Y,,07/22/1995
2025Q1,GA1830005,MP,Y,,09/30/2005
2025Q1,GA1830006,MP,Y,,03/20/2025
2025Q1,GA1830007,MP,Y,,03/20/2025
2025Q1,GA1830008,MP,Y,,03/20/2025
2025Q1,GA1830010,MP,Y,,03/20/2025
2025Q1,GA1830011,MP,Y,,02/18/2011
2025Q1,GA1830012,RS,,,07/22/1995
2025Q1,GA1830013,RS,,,07/22/1995
2025Q1,GA1830015,HM,,,07/22/1995
2025Q1,GA1830016,RS,,,07/22/1995
2025Q1,GA1830017,MP,Y,,03/20/2025
2025Q1,GA1830019,RS,Y,,07/22/1995
2025Q1,GA1830020,MP,Y,,03/20/2025
2025Q1,GA1830021,MP,Y,,03/20/2025
2025Q1,GA1830023,SK,Y,,07/22/1995
2025Q1,GA1830024,MP,Y,,03/20/2025
2025Q1,GA1830025,MP,Y,,03/20/2025
2025Q1,GA1830026,MP,Y,,03/09/2017
2025Q1,GA1830027,MP,Y,,03/20/2025
2025Q1,GA1830028,MP,Y,,03/20/2025
2025Q1,GA1830029,MP,Y,,03/20/2025
2025Q1,GA1830030,MH,Y,,07/22/1995
2025Q1,GA1830031,MP,Y,,03/20/2025
2025Q1,GA1830032,MP,Y,,03/20/2025
2025Q1,GA1830033,SU,Y,,03/20/2025
2025Q1,GA1830034,SU,Y,,03/20/2025
2025Q1,GA1830035,MP,Y,,03/20/2025
2025Q1,GA1830036,RA,Y,,02/06/1996
2025Q1,GA1830037,SU,Y,,03/20/2025
2025Q1,GA1830038,MP,Y,08/29/2007,
2025Q1,GA1830039,MP,Y,,03/20/2025
2025Q1,GA1830040,MP,Y,,03/20/2025
2025Q1,GA1830041,MP,Y,,03/20/2025
2025Q1,GA1830042,SU,Y,,03/20/2025
2025Q1,GA1830043,SU,Y,,03/20/2025
2025Q1,GA1830044,MH,Y,,03/20/2025
2025Q1,GA1830046,SU,Y,,03/20/2025
2025Q1,GA1830047,SU,Y,02/18/2011,03/20/2025
2025Q1,GA1830048,SU,Y,02/25/2008,03/20/2025
2025Q1,GA1830049,SU,Y,05/18/2007,03/20/2025
2025Q1,GA1830050,SU,Y,03/13/2009,03/20/2025
2025Q1,GA1830051,SU,Y,11/17/2014,03/20/2025
2025Q1,GA1830052,SU,Y,08/19/2009,03/20/2025
2025Q1,GA1830053,SU,Y,03/13/2009,03/20/2025
2025Q1,GA1830054,SU,Y,02/16/2010,03/20/2025
2025Q1,GA1830055,SU,Y,03/13/2009,03/20/2025
2025Q1,GA1830056,SU,Y,03/13/2009,03/20/2025
2025Q1,GA1830057,SU,Y,02/20/2013,03/20/2025
2025Q1,GA1830058,SU,Y,12/21/2023,03/20/2025
2025Q1,GA1830059,SU,Y,08/19/2009,03/20/2025
2025Q1,GA1830060,SU,Y,02/20/2013,03/20/2025
2025Q1,GA1830061,SU,Y,02/20/2013,03/20/2025
2025Q1,GA1830062,SU,Y,02/18/2011,03/20/2025
2025Q1,GA1830063,SU,Y,03/01/2012,03/20/2025
2025Q1,GA1830064,RA,Y,11/15/2017,03/20/2025
2025Q1,GA1830065,RE,Y,08/16/2018,03/20/2025
2025Q1,GA1830067,SU,Y,05/07/2020,03/20/2025
2025Q1,GA1830068,SU,Y,03/10/2022,03/20/2025
2025Q1,GA1830069,RA,Y,03/28/2023,03/20/2025
2025Q1,GA1830070,OT,Y,09/28/2022,03/20/2025
